Card ID,Card Name,Expansion,Collection No.,Stage/Type,Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,hp_int,retreat_int,moves_json,move_count
372,Electivire ex,DRI,69,Stage 1 Pokemon,Pokemon ex,,Electabuzz,280,{L},{F},,4,280,4,"[{""card_id"": ""372"", ""move_name"": ""Dual Bolt"", ""cost"": ""{L}●"", ""damage"": """", ""damage_int"": null, ""effect"": ""This attack does 50 damage to 2 of your opponent’s Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)""}, {""card_id"": ""372"", ""move_name"": ""High-Voltage Press"", ""cost"": ""{L}{L}●"", ""damage"": ""180"", ""damage_int"": 180, ""effect"": ""If this Pokemon has at least 2 extra Energy attached (in addition to this attack’s cost), this attack does 100 more damage.""}]",2
373,Ethan's Pichu,DRI,71,Basic Pokemon,,Trainer's Pokemon（Ethan）,,30,{L},{F},,,30,,"[{""card_id"": ""373"", ""move_name"": ""Zapping Draw"", ""cost"": ""No cost"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""Draw a card.""}]",1
374,Electrike,DRI,75,Basic Pokemon,,,,60,{L},{F},,1,60,1,"[{""card_id"": ""374"", ""move_name"": ""Rear Kick"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""374"", ""move_name"": ""Tiny Bolt"", ""cost"": ""{L}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
375,Manectric,DRI,76,Stage 1 Pokemon,,,Electrike,120,{L},{F},,1,120,1,"[{""card_id"": ""375"", ""move_name"": ""Zap Kick"", ""cost"": ""●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}, {""card_id"": ""375"", ""move_name"": ""Flash Impact"", ""cost"": ""{L}●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""This attack also does 40 damage to 1 of your Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)""}]",2
376,Rotom,DRI,77,Basic Pokemon,,,,60,{L},{F},,1,60,1,"[{""card_id"": ""376"", ""move_name"": ""Astonish"", ""cost"": ""{L}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""Choose a random card from your opponent’s hand. Your opponent reveals that card and shuffles it into their deck.""}, {""card_id"": ""376"", ""move_name"": ""Gadget Show"", ""cost"": ""●●"", ""damage"": ""30×"", ""damage_int"": 30, ""effect"": ""This attack does 30 damage for each Pokemon Tool attached to all of your Pokemon.""}]",2
377,Zeraora,DRI,78,Basic Pokemon,,,,100,{L},{F},,1,100,1,"[{""card_id"": ""377"", ""move_name"": ""Scratch"", ""cost"": ""●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}, {""card_id"": ""377"", ""move_name"": ""Thunder Raid"", ""cost"": ""{L}{L}{L}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Discard all Energy from this Pokemon, and this attack does 210 damage to 1 of your opponent’s Benched Pokemon {ex}. (Don’t apply Weakness and Resistance for Benched Pokemon.)""}]",2
378,Ethan's Sudowoodo,DRI,93,Basic Pokemon,,Trainer's Pokemon（Ethan）,,110,{F},{G},,1,110,1,"[{""card_id"": ""378"", ""move_name"": ""Impound"", ""cost"": ""{F}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""During your opponent’s next turn, the Defending Pokemon can’t retreat.""}, {""card_id"": ""378"", ""move_name"": ""Try to Imitate"", ""cost"": ""●●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Flip a coin. If heads, choose 1 of your opponent’s Active Pokemon’s attacks and use it as this attack.""}]",2
379,Cynthia's Gible,DRI,102,Basic Pokemon,,Trainer's Pokemon（Cynthia）,,70,{F},{G},,1,70,1,"[{""card_id"": ""379"", ""move_name"": ""Rock Hurl"", ""cost"": ""{F}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""This attack’s damage isn’t affected by Resistance.""}]",1
380,Cynthia's Gabite,DRI,103,Stage 1 Pokemon,,Trainer's Pokemon（Cynthia）,Cynthia's Gible,100,{F},{G},,1,100,1,"[{""card_id"": ""380"", ""move_name"": ""[Ability] Champion’s Call"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may search your deck for a Cynthia’s Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.""}, {""card_id"": ""380"", ""move_name"": ""Dragonslice"", ""cost"": ""{F}"", ""damage"": ""40"", ""damage_int"": 40, ""effect"": """"}]",2
381,Cynthia's Garchomp ex,DRI,104,Stage 2 Pokemon,Pokemon ex,Trainer's Pokemon（Cynthia）,Cynthia's Gabite,330,{F},{G},,,330,,"[{""card_id"": ""381"", ""move_name"": ""Corkscrew Dive"", ""cost"": ""{F}"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": ""You may draw cards until you have 6 cards in your hand.""}, {""card_id"": ""381"", ""move_name"": ""Draconic Buster"", ""cost"": ""{F}{F}"", ""damage"": ""260"", ""damage_int"": 260, ""effect"": ""Discard all Energy from this Pokemon.""}]",2
382,Mudbray,DRI,107,Basic Pokemon,,,,90,{F},{G},,3,90,3,"[{""card_id"": ""382"", ""move_name"": ""Running Charge"", ""cost"": ""{F}●"", ""damage"": ""40×"", ""damage_int"": 40, ""effect"": ""Flip a coin until you get tails. This attack does 40 damage for each heads.""}]",1
383,Mudsdale,DRI,108,Stage 1 Pokemon,,,Mudbray,150,{F},{G},,3,150,3,"[{""card_id"": ""383"", ""move_name"": ""[Ability] Mud Coat"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""This Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).""}, {""card_id"": ""383"", ""move_name"": ""Heavy Impact"", ""cost"": ""{F}{F}●"", ""damage"": ""130"", ""damage_int"": 130, ""effect"": """"}]",2
384,Arven's Toedscool,DRI,109,Basic Pokemon,,Trainer's Pokemon（Arven）,,70,{F},{G},,1,70,1,"[{""card_id"": ""384"", ""move_name"": ""Slight Intrusion"", ""cost"": ""●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""This Pokemon also does 10 damage to itself.""}]",1
385,Arven's Toedscruel,DRI,110,Stage 1 Pokemon,,Trainer's Pokemon（Arven）,Arven's Toedscool,140,{F},{G},,2,140,2,"[{""card_id"": ""385"", ""move_name"": ""Pull"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Switch in 1 of your opponent’s Benched Pokemon to the Active Spot.""}, {""card_id"": ""385"", ""move_name"": ""Reckless Charge"", ""cost"": ""●●●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""This Pokemon also does 30 damage to itself.""}]",2
386,Cornerstone Mask Ogerpon,DRI,111,Basic Pokemon,,,,110,{F},{G},,1,110,1,"[{""card_id"": ""386"", ""move_name"": ""Rock Kagura"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Basic {F} Energy card and attach it to 1 of your Pokemon. Then, shuffle your deck.""}, {""card_id"": ""386"", ""move_name"": ""Mountain Ramming"", ""cost"": ""{F}{F}●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": ""Discard the top card of your opponent’s deck.""}]",2
387,Cynthia's Spiritomb,DRI,129,Basic Pokemon,,Trainer's Pokemon（Cynthia）,,70,{D},{G},,1,70,1,"[{""card_id"": ""387"", ""move_name"": ""Raging Curse"", ""cost"": ""●"", ""damage"": ""10×"", ""damage_int"": 10, ""effect"": ""This attack does 10 damage for each damage counter on all of your Benched Cynthia’s Pokemon. This attack’s damage isn’t affected by Weakness.""}]",1
388,Arven's Maschiff,DRI,138,Basic Pokemon,,Trainer's Pokemon（Arven）,,70,{D},{G},,2,70,2,"[{""card_id"": ""388"", ""move_name"": ""Stampede"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""388"", ""move_name"": ""Confront"", ""cost"": ""●●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",2
389,Arven's Mabosstiff ex,DRI,139,Stage 1 Pokemon,Pokemon ex,Trainer's Pokemon（Arven）,Arven's Maschiff,270,{D},{G},,3,270,3,"[{""card_id"": ""389"", ""move_name"": ""Vigorous Tackle"", ""cost"": ""●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""If this Pokemon has no damage counters on it, this attack does 120 more damage.""}, {""card_id"": ""389"", ""move_name"": ""Boss Headbutt"", ""cost"": ""●●●"", ""damage"": ""210"", ""damage_int"": 210, ""effect"": ""During your next turn, this Pokemon can’t use Boss Headbutt.""}]",2
390,Tauros,DRI,152,Basic Pokemon,,,,130,{C},{F},,2,130,2,"[{""card_id"": ""390"", ""move_name"": ""Horn Attack"", ""cost"": ""●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}, {""card_id"": ""390"", ""move_name"": ""Clean Hit"", ""cost"": ""●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": ""If your opponent’s Active Pokemon is an Evolution Pokemon, this attack does 50 more damage.""}]",2
391,Arven's Skwovet,DRI,158,Basic Pokemon,,Trainer's Pokemon（Arven）,,60,{C},{F},,1,60,1,"[{""card_id"": ""391"", ""move_name"": ""Gnaw Through"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Before doing damage, discard all Pokemon Tools from your opponent’s Active Pokemon.""}]",1
392,Arven's Greedent,DRI,159,Stage 1 Pokemon,,Trainer's Pokemon（Arven）,Arven's Skwovet,120,{C},{F},,2,120,2,"[{""card_id"": ""392"", ""move_name"": ""[Ability] Greedy Order"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may put up to 2 Arven’s Sandwich cards from your discard pile into your hand.""}, {""card_id"": ""392"", ""move_name"": ""Rolling Tackle"", ""cost"": ""●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",2
393,Pineco,DRI,4,Basic Pokemon,,,,70,{G},{R},,2,70,2,"[{""card_id"": ""393"", ""move_name"": ""Hang Down"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}]",1
394,Shroomish,DRI,5,Basic Pokemon,,,,60,{G},{R},,1,60,1,"[{""card_id"": ""394"", ""move_name"": ""Rolling Tackle"", ""cost"": ""●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",1
395,Breloom,DRI,6,Stage 1 Pokemon,,,Shroomish,120,{G},{R},,2,120,2,"[{""card_id"": ""395"", ""move_name"": ""Damage Rush"", ""cost"": ""●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""Flip a coin until you get tails. This attack does 50 more damage for each heads.""}, {""card_id"": ""395"", ""move_name"": ""Mega Drain"", ""cost"": ""{G}●●"", ""damage"": ""90"", ""damage_int"": 90, ""effect"": ""Heal 30 damage from this Pokemon.""}]",2
396,Mow Rotom,DRI,9,Basic Pokemon,,,,70,{G},{R},,1,70,1,"[{""card_id"": ""396"", ""move_name"": ""Trimming Mower"", ""cost"": ""{G}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""Discard a Stadium in play.""}, {""card_id"": ""396"", ""move_name"": ""Gadget Show"", ""cost"": ""●●"", ""damage"": ""30×"", ""damage_int"": 30, ""effect"": ""This attack does 30 damage for each Pokemon Tool attached to all of your Pokemon.""}]",2
397,Fomantis,DRI,13,Basic Pokemon,,,,60,{G},{R},,1,60,1,"[{""card_id"": ""397"", ""move_name"": ""Cut Up"", ""cost"": ""{G}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
398,Lurantis,DRI,14,Stage 1 Pokemon,,,Fomantis,120,{G},{R},,1,120,1,"[{""card_id"": ""398"", ""move_name"": ""Razor Leaf"", ""cost"": ""●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}, {""card_id"": ""398"", ""move_name"": ""Petal Blade Dance"", ""cost"": ""{G}"", ""damage"": ""130"", ""damage_int"": 130, ""effect"": ""Discard 2 Basic {G} Energy cards from your hand. If you can’t discard 2 cards in this way, this attack does nothing.""}]",2
399,Team Rocket's Blipbug,DRI,15,Basic Pokemon,,Trainer's Pokemon（Team Rocket）,,60,{G},{R},,1,60,1,"[{""card_id"": ""399"", ""move_name"": ""Searching Eyes"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Look at 1 of your opponent’s face-down Prize cards.""}]",1
400,Team Rocket's Tarountula,DRI,19,Basic Pokemon,,Trainer's Pokemon（Team Rocket）,,50,{G},{R},,1,50,1,"[{""card_id"": ""400"", ""move_name"": ""Take Down"", ""cost"": ""{G}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""This Pokemon also does 10 damage to itself.""}]",1
401,Team Rocket's Spidops,DRI,20,Stage 1 Pokemon,,Trainer's Pokemon（Team Rocket）,Team Rocket's Tarountula,130,{G},{R},,2,130,2,"[{""card_id"": ""401"", ""move_name"": ""[Ability] Charging Up"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may attach a Basic Energy card from your discard pile to this Pokemon.""}, {""card_id"": ""401"", ""move_name"": ""Rocket Rush"", ""cost"": ""{G}●"", ""damage"": ""30×"", ""damage_int"": 30, ""effect"": ""This attack does 30 damage for each of your Team Rocket’s Pokemon in play.""}]",2
402,Smoliv,DRI,21,Basic Pokemon,,,,60,{G},{R},,1,60,1,"[{""card_id"": ""402"", ""move_name"": ""Ram"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}]",1
403,Dolliv,DRI,22,Stage 1 Pokemon,,,Smoliv,90,{G},{R},,1,90,1,"[{""card_id"": ""403"", ""move_name"": ""Nutrients"", ""cost"": ""{G}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Heal 40 damage from 1 of your Pokemon.""}, {""card_id"": ""403"", ""move_name"": ""Tackle"", ""cost"": ""●●"", ""damage"": ""40"", ""damage_int"": 40, ""effect"": """"}]",2
404,Arboliva ex,DRI,23,Stage 2 Pokemon,Pokemon ex,,Dolliv,310,{G},{R},,2,310,2,"[{""card_id"": ""404"", ""move_name"": ""Oil Salvo"", ""cost"": ""{G}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Choose 1 of your opponent’s Pokemon 6 times. (You can choose the same Pokemon more than once.) For each time you chose a Pokemon, do 20 damage to it. This damage isn’t affected by Weakness or Resistance.""}, {""card_id"": ""404"", ""move_name"": ""Aroma Shot"", ""cost"": ""●●●"", ""damage"": ""160"", ""damage_int"": 160, ""effect"": ""This Pokemon recovers from all Special Conditions.""}]",2
405,Growlithe,DRI,27,Basic Pokemon,,,,80,{R},{W},,2,80,2,"[{""card_id"": ""405"", ""move_name"": ""Live Coal"", ""cost"": ""{R}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""405"", ""move_name"": ""Dig Claws"", ""cost"": ""●●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",2
406,Arcanine,DRI,28,Stage 1 Pokemon,,,Growlithe,140,{R},{W},,3,140,3,"[{""card_id"": ""406"", ""move_name"": ""Flare"", ""cost"": ""●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}, {""card_id"": ""406"", ""move_name"": ""Punishing Fang"", ""cost"": ""{R}●●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": ""If your opponent’s Active Pokemon is a {D} Pokemon, this attack does 100 more damage.""}]",2
407,Team Rocket's Moltres ex,DRI,31,Basic Pokemon,Pokemon ex,Trainer's Pokemon（Team Rocket）,,220,{R},{L},{F},2,220,2,"[{""card_id"": ""407"", ""move_name"": ""Flame Screen"", ""cost"": ""{R}●●"", ""damage"": ""110"", ""damage_int"": 110, ""effect"": ""During your opponent’s next turn, this Pokemon takes 50 less damage from attacks (after applying Weakness and Resistance).""}, {""card_id"": ""407"", ""move_name"": ""Evil Incineration"", ""cost"": ""{R}●●●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Discard a Team Rocket’s Energy from this Pokemon. If you do, discard your opponent’s Active Pokemon and all attached cards.""}]",2
408,Team Rocket's Houndour,DRI,37,Basic Pokemon,,Trainer's Pokemon（Team Rocket）,,70,{R},{W},,1,70,1,"[{""card_id"": ""408"", ""move_name"": ""Steady Firebreathing"", ""cost"": ""{R}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
409,Team Rocket's Houndoom,DRI,38,Stage 1 Pokemon,,Trainer's Pokemon（Team Rocket）,Team Rocket's Houndour,130,{R},{W},,2,130,2,"[{""card_id"": ""409"", ""move_name"": ""Cruel Coal"", ""cost"": ""{R}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Your opponent’s Active Pokemon is now Burned and Confused.""}, {""card_id"": ""409"", ""move_name"": ""Scorching Fire"", ""cost"": ""{R}●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""Discard an Energy from this Pokemon.""}]",2
410,Torchic,DRI,40,Basic Pokemon,,,,70,{R},{W},,1,70,1,"[{""card_id"": ""410"", ""move_name"": ""Collect"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Draw a card.""}, {""card_id"": ""410"", ""move_name"": ""Combustion"", ""cost"": ""{R}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}]",2
411,Combusken,DRI,41,Stage 1 Pokemon,,,Torchic,100,{R},{W},,2,100,2,"[{""card_id"": ""411"", ""move_name"": ""Combustion"", ""cost"": ""●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}, {""card_id"": ""411"", ""move_name"": ""Double Kick"", ""cost"": ""{R}●"", ""damage"": ""40×"", ""damage_int"": 40, ""effect"": ""Flip 2 coins. This attack does 40 damage for each heads.""}]",2
412,Blaziken,DRI,42,Stage 2 Pokemon,,,Combusken,170,{R},{W},,2,170,2,"[{""card_id"": ""412"", ""move_name"": ""Heat Blast"", ""cost"": ""●●"", ""damage"": ""70"", ""damage_int"": 70, ""effect"": """"}, {""card_id"": ""412"", ""move_name"": ""Inferno Kick Flurry"", ""cost"": ""{R}{R}●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""Discard 2 Energy from this Pokemon. This attack also does 120 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)""}]",2
413,Heat Rotom,DRI,43,Basic Pokemon,,,,80,{R},{W},,2,80,2,"[{""card_id"": ""413"", ""move_name"": ""Singe"", ""cost"": ""{R}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Your opponent’s Active Pokemon is now Burned.""}, {""card_id"": ""413"", ""move_name"": ""Gadget Show"", ""cost"": ""●●"", ""damage"": ""30×"", ""damage_int"": 30, ""effect"": ""This attack does 30 damage for each Pokemon Tool attached to all of your Pokemon.""}]",2
414,Team Rocket's Articuno,DRI,51,Basic Pokemon,,Trainer's Pokemon（Team Rocket）,,120,{W},{L},{F},1,120,1,"[{""card_id"": ""414"", ""move_name"": ""[Ability] Repelling Veil"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Prevent all effects of attacks used by your opponent’s Pokemon done to your Basic Team Rocket’s Pokemon. (Existing effects are not removed. Damage is not an effect.)""}, {""card_id"": ""414"", ""move_name"": ""Dark Frost"", ""cost"": ""{W}●●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": ""If this Pokemon has any Team Rocket’s Energy attached, this attack does 60 more damage.""}]",2
415,Clamperl,DRI,54,Basic Pokemon,,,,60,{W},{L},,2,60,2,"[{""card_id"": ""415"", ""move_name"": ""Shell Press"", ""cost"": ""{W}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""During your opponent’s next turn, this Pokemon takes 10 less damage from attacks (after applying Weakness and Resistance).""}]",1
416,Huntail,DRI,55,Stage 1 Pokemon,,,Clamperl,110,{W},{L},,1,110,1,"[{""card_id"": ""416"", ""move_name"": ""[Ability] Diver’s Catch"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""When 1 of your {W} Pokemon is Knocked Out by damage from an attack from your opponent’s Pokemon, you may put all Basic {W} Energy attached to that Pokemon into your hand instead of the discard pile.""}, {""card_id"": ""416"", ""move_name"": ""Wave Splash"", ""cost"": ""{W}●●"", ""damage"": ""80"", ""damage_int"": 80, ""effect"": """"}]",2
417,Gorebyss,DRI,56,Stage 1 Pokemon,,,Clamperl,90,{W},{L},,1,90,1,"[{""card_id"": ""417"", ""move_name"": ""Crescendo Wave"", ""cost"": ""{W}"", ""damage"": ""30×"", ""damage_int"": 30, ""effect"": ""This attack does 30 damage for each {W} Energy attached to this Pokemon. Before doing damage, you may attach any number of Basic {W} Energy cards from your hand to this Pokemon.""}]",1
418,Snover,DRI,59,Basic Pokemon,,,,90,{W},{M},,3,90,3,"[{""card_id"": ""418"", ""move_name"": ""Light Punch"", ""cost"": ""●●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}, {""card_id"": ""418"", ""move_name"": ""Icicle"", ""cost"": ""{W}●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",2
